,ticker,name,market,locale,primary_exchange,type,active,currency_name,cik,composite_figi,share_class_figi,last_updated_utc,currency_symbol,base_currency_symbol,base_currency_name,Market Cap,IPO Year,Sector,Industry
8236,MAX,"MediaAlpha, Inc.",stocks,us,XNYS,CS,True,usd,0001818383,BBG00XRTJ7K6,BBG00XRTJ8D2,2022-03-22T00:00:00Z,,,,616797246.0,2020.0,Capital Goods,Industrial Machinery/Components
8237,MAXN,"Maxeon Solar Technologies, Ltd. Ordinary Shares",stocks,us,XNAS,CS,True,usd,0001796898,,,2022-03-22T00:00:00Z,,,,592714897.0,,Finance,Investment Managers
8238,MAXR,Maxar Technologies Inc. Common Stock,stocks,us,XNYS,CS,True,usd,0001121142,BBG00MT6CG07,BBG00MT6CG16,2022-03-22T00:00:00Z,,,,2609450404.0,,Capital Goods,Telecommunications Equipment
8239,MAYS,Mays (J.W.) Inc,stocks,us,XNAS,CS,True,usd,0000054187,BBG000BNQ882,BBG001S5SZV3,2022-03-22T00:00:00Z,,,,85469072.0,,Consumer Services,Building operators
8241,MBAC,M3-Brigade Acquisition II Corp.,stocks,us,XNYS,CS,True,usd,0001839175,BBG00ZCLL7T2,BBG00ZCLL7V9,2022-03-22T00:00:00Z,,,,491500000.0,2021.0,,
8247,MBCN,Middlefield Banc Corp.,stocks,us,XNAS,CS,True,usd,0000836147,BBG000BTQQK5,BBG001SCN7J9,2022-03-22T00:00:00Z,,,,153712451.0,,Finance,Major Banks
8248,MBI,MBIA Inc.,stocks,us,XNYS,CS,True,usd,0000814585,BBG000BNQN34,BBG001S5T021,2022-03-22T00:00:00Z,,,,814159655.0,1987.0,Finance,Property-Casualty Insurers
8249,MBII,"Marrone Bio Innovations, Inc.",stocks,us,XNAS,CS,True,usd,0001441693,BBG001QMD5L1,BBG001V1HY34,2022-03-22T00:00:00Z,,,,171780386.0,2013.0,Basic Industries,Major Chemicals
8250,MBIN,Merchants Bancorp Common Stock,stocks,us,XNAS,CS,True,usd,0001629019,BBG000RMQZS5,BBG001STXPM7,2022-03-22T00:00:00Z,,,,1241352493.0,2017.0,Finance,Major Banks
8254,MBIO,"Mustang Bio, Inc.",stocks,us,XNAS,CS,True,usd,0001680048,BBG00FXTN420,BBG00FXTN439,2022-03-22T00:00:00Z,,,,86056359.0,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
8257,MBOT,"Microbot Medical, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0000883975,BBG000HPJ656,BBG001SD3692,2022-03-22T00:00:00Z,,,,39663382.0,,Health Care,Medical/Dental Instruments
8259,MBRX,"Moleculin Biotech, Inc.",stocks,us,XNAS,CS,True,usd,0001659617,BBG00B9T47L9,BBG00B9T47N7,2022-03-22T00:00:00Z,,,,42294090.0,2016.0,Health Care,Biotechnology: Pharmaceutical Preparations
8260,MBSC,M3-Brigade Acquisition III Corp.,stocks,us,XNYS,CS,True,usd,0001856589,BBG0112C9J42,BBG0112C9J51,2022-03-22T00:00:00Z,,,,372000000.0,2021.0,,
8264,MBT,Mobile TeleSystems Public Joint Stock Company American Depositary Shares (Each representing 2 Shares,stocks,us,XNYS,ADRC,True,usd,0001115837,BBG000CSZKR2,BBG001SDTZ45,2022-03-22T00:00:00Z,,,,,,,
8265,MBTC,Nocturne Acquisition Corporation Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001837344,,,2022-03-22T00:00:00Z,,,,149142000.0,2021.0,Finance,Business Services
8268,MBUU,"Malibu Boats, Inc. Class A",stocks,us,XNAS,CS,True,usd,0001590976,BBG005PXTR70,BBG005PXTR61,2022-03-22T00:00:00Z,,,,1280989561.0,2014.0,Consumer Non-Durables,Recreational Products/Toys
8269,MBWM,Mercantile Bank Corp,stocks,us,XNAS,CS,True,usd,0001042729,BBG000BP2RV5,BBG001S971V3,2022-03-22T00:00:00Z,,,,585656558.0,1998.0,Finance,Major Banks
8270,MC,MOELIS & COMPANY,stocks,us,XNYS,CS,True,usd,0001596967,BBG000RNBH63,BBG001STYX58,2022-03-22T00:00:00Z,,,,2965867183.0,2014.0,Finance,Investment Bankers/Brokers/Service
8271,MCA,"BLACKROCK MUNIYIELD CALIFORNIA QUALITY FUND, INC",stocks,us,XNYS,FUND,True,usd,0000888410,BBG000BCHRM8,BBG001S5T0N8,2022-03-22T00:00:00Z,,,,455875750.0,1992.0,Finance,Trusts Except Educational Religious and Charitable
8272,MCAA,Mountain & Co. I Acquisition Corp. Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001856995,,,2022-03-22T00:00:00Z,,,,289512500.0,2021.0,,
8275,MCAE,Mountain Crest Acquisition Corp. III Common Stock,stocks,us,XNAS,CS,True,usd,0001853775,BBG010J2ZJ85,BBG010J2ZM79,2022-03-22T00:00:00Z,,,,,,,
8278,MCAF,Mountain Crest Acquisition Corp. IV Common Stock,stocks,us,XNAS,CS,True,usd,0001853774,BBG011DXSSQ9,BBG011DXSTL2,2022-03-22T00:00:00Z,,,,74819250.0,2021.0,,
8281,MCAG,Mountain Crest Acquisition Corp. V Common Stock,stocks,us,XNAS,CS,True,usd,0001859035,BBG0132V8QY8,BBG0132V8RT2,2022-03-22T00:00:00Z,,,,88544079.0,2021.0,Consumer Services,Other Pharmaceuticals
8284,MCB,"Metropolitan Bank Holding Corp. Common Stock, $0.01 par value per share",stocks,us,XNYS,CS,True,usd,0001476034,BBG001KHD495,BBG001V0P380,2022-03-22T00:00:00Z,,,,1139192144.0,2017.0,Finance,Major Banks
8285,MCBC,Macatawa Bank Corp,stocks,us,XNAS,CS,True,usd,0001053584,BBG000BHXPK5,BBG001S7SKV2,2022-03-22T00:00:00Z,,,,315876693.0,,Finance,Major Banks
8286,MCBS,METROCITY BANKSHARES INC,stocks,us,XNAS,CS,True,usd,0001747068,BBG0088BL014,BBG0088BL023,2022-03-22T00:00:00Z,,,,621097106.0,2019.0,Finance,Major Banks
8287,MCD,McDonald's Corporation,stocks,us,XNYS,CS,True,usd,0000063908,BBG000BNSZP1,BBG001S5T110,2022-03-22T00:00:00Z,,,,177657260825.0,,Consumer Services,Restaurants
8289,MCFT,"MasterCraft Boat Holdings, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001638290,BBG002ZYLPN8,BBG002ZYLPP6,2022-03-22T00:00:00Z,,,,497231670.0,2015.0,Consumer Non-Durables,Recreational Products/Toys
8290,MCG,Membership Collective Group Inc.,stocks,us,XNYS,CS,True,usd,0001846510,BBG011K3T2V7,BBG011K3T3Q1,2022-03-22T00:00:00Z,,,,1510596061.0,2021.0,Consumer Services,Hotels/Resorts
8292,MCHP,Microchip Technology Inc,stocks,us,XNAS,CS,True,usd,0000827054,BBG000BHCP19,BBG001S787B5,2022-03-22T00:00:00Z,,,,42972523444.0,1993.0,Technology,Semiconductors
8293,MCHX,"Marchex, Inc. Class B",stocks,us,XNAS,CS,True,usd,0001224133,BBG000GF2LH1,BBG001SH7760,2022-03-22T00:00:00Z,,,,94739495.0,2004.0,Miscellaneous,Business Services
8294,MCI,Barings Corporate Investors,stocks,us,XNYS,FUND,True,usd,0000275694,BBG000BB4BZ5,BBG001S5T1H3,2022-03-22T00:00:00Z,,,,300886527.0,,Finance,Trusts Except Educational Religious and Charitable
8295,MCK,McKesson Corporation,stocks,us,XNYS,CS,True,usd,0000927653,BBG000DYGNW7,BBG001S8F8P8,2022-03-22T00:00:00Z,,,,44797204941.0,,Health Care,Other Pharmaceuticals
8296,MCLD,mCloud Technologies Corp. Common Shares,stocks,us,XNAS,CS,True,usd,0001756499,BBG00KSP3639,BBG002WM5R51,2022-03-22T00:00:00Z,,,,102867168.0,,,
8298,MCN,Madison Covered Call & Equity Strategy Fund,stocks,us,XNYS,FUND,True,usd,0001289868,BBG000P8Q8D4,BBG001SL6GN3,2022-03-22T00:00:00Z,,,,165334614.0,2004.0,,
8299,MCO,Moody's Corporation,stocks,us,XNYS,CS,True,usd,0001059556,BBG000F86GP6,BBG001S5VP87,2022-03-22T00:00:00Z,,,,61402492275.0,,Technology,Advertising
8300,MCR,MFS Charter Income Trust Shares of Beneficial Interest,stocks,us,XNYS,FUND,True,usd,0000851170,BBG000BC9974,BBG001S5NTY9,2022-03-22T00:00:00Z,,,,317213073.0,1989.0,Finance,Trusts Except Educational Religious and Charitable
8301,MCRB,"Seres Therapeutics, Inc.",stocks,us,XNAS,CS,True,usd,0001609809,BBG0099X6859,BBG0099X6868,2022-03-22T00:00:00Z,,,,692868191.0,2015.0,Health Care,Biotechnology: Pharmaceutical Preparations
8302,MCRI,Monarch Casino & Resort Inc,stocks,us,XNAS,CS,True,usd,0000907242,BBG000BJ0932,BBG001S7DVP1,2022-03-22T00:00:00Z,,,,1615733568.0,1993.0,Consumer Services,Movies/Entertainment
8304,MCS,The Marcus Corporation,stocks,us,XNYS,CS,True,usd,0000062234,BBG000D6HL06,BBG001S7JNZ2,2022-03-22T00:00:00Z,,,,538999958.0,,Consumer Services,Movies/Entertainment
8305,MCW,"Mister Car Wash, Inc.",stocks,us,XNYS,CS,True,usd,0001853513,BBG011FS2K38,BBG011FS2K56,2022-03-22T00:00:00Z,,,,4867475886.0,2021.0,,
8306,MCY,Mercury General Corp.,stocks,us,XNYS,CS,True,usd,0000064996,BBG000F1C7F5,BBG001S98VJ0,2022-03-22T00:00:00Z,,,,2961783450.0,,Finance,Property-Casualty Insurers
8307,MD,"Mednax, Inc (Holding Company)",stocks,us,XNYS,CS,True,usd,0000893949,BBG000H8LGK2,BBG001S96T25,2022-03-22T00:00:00Z,,,,2072747862.0,,Health Care,Medical Specialities
8308,MDB,"MongoDB, Inc. Class A",stocks,us,XNAS,CS,True,usd,0001441816,BBG0022FDRY8,BBG0022FDRZ7,2022-03-22T00:00:00Z,,,,26849599716.0,2017.0,Technology,Retail: Computer Software & Peripheral Equipment
8309,MDC,"M.D.C. Holdings, Inc.",stocks,us,XNYS,CS,True,usd,0000773141,BBG000BNTTY4,BBG001S5T272,2022-03-22T00:00:00Z,,,,3104046659.0,,Capital Goods,Homebuilding
8312,MDGL,"Madrigal Pharmaceuticals, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001157601,BBG000QS6NV8,BBG001SNKQ42,2022-03-22T00:00:00Z,,,,1688276120.0,,Health Care,Biotechnology: Pharmaceutical Preparations
8313,MDGS,Medigus Ltd. American Depositary Share,stocks,us,XNAS,ADRC,True,usd,0001618500,BBG008QPWDD0,BBG008QPWFK7,2022-03-22T00:00:00Z,,,,27189210.0,,Health Care,Medical/Dental Instruments
8315,MDH,MDH Acquisition Corp.,stocks,us,XNYS,CS,True,usd,0001823143,BBG00YZ58ST4,BBG00YZ58SW0,2022-03-22T00:00:00Z,,,,336375000.0,2004.0,,
8318,MDIA,Mediaco Holding Inc. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001784254,BBG00PM9Y4V0,BBG00PM9Y4W9,2022-03-22T00:00:00Z,,,,31650212.0,,Consumer Services,Broadcasting
8320,MDJH,MDJM LTD Ordinary Share,stocks,us,XNAS,CS,True,usd,0001741534,,,2022-03-22T00:00:00Z,,,,26191845.0,2019.0,Finance,Real Estate
8321,MDLZ,"Mondelez International, Inc. Class A",stocks,us,XNAS,CS,True,usd,0001103982,BBG000D4LWF6,BBG001SHHZJ3,2022-03-22T00:00:00Z,,,,85396057986.0,,Consumer Non-Durables,Meat/Poultry/Fish
8322,MDNA,Medicenna Therapeutics Corp. Common Shares,stocks,us,XNAS,CS,True,usd,0001807983,BBG00HNJW330,BBG008MPLP12,2022-03-22T00:00:00Z,,,,76132097.0,,,
8323,MDRR,"Medalist Diversified REIT, Inc.",stocks,us,XNAS,CS,True,usd,0001654595,BBG00LVGRM32,BBG00LVGRMV1,2022-03-22T00:00:00Z,,,,15958218.0,2018.0,Consumer Services,Real Estate Investment Trusts
8325,MDRX,Allscripts-Misys Healthcare Solution,stocks,us,XNAS,CS,True,usd,0001124804,BBG000BLDXH5,BBG001S7VDS8,2022-03-22T00:00:00Z,,,,2508943739.0,,Technology,EDP Services
8326,MDT,Medtronic plc,stocks,us,XNYS,CS,True,usd,0001613103,,,2022-03-22T00:00:00Z,,,,147810786632.0,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
8327,MDU,"MDU Resources Group, Inc.",stocks,us,XNYS,CS,True,usd,0000067716,BBG000BNX3R4,BBG001S5T2W4,2022-03-22T00:00:00Z,,,,5238315062.0,,,
8328,MDV,Modiv Inc.,stocks,us,XNYS,CS,True,usd,0001645873,BBG00KXRCVN2,BBG00KXRCVP0,2022-03-22T00:00:00Z,,,,136555471.0,2022.0,Consumer Services,Real Estate Investment Trusts
8329,MDVL,"MedAvail Holdings, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001402479,BBG000J1MZJ4,BBG001T3GXV5,2022-03-22T00:00:00Z,,,,33833599.0,,Health Care,Medical/Nursing Services
8331,MDWD,MediWound Ltd.,stocks,us,XNAS,CS,True,usd,0001593984,,,2022-03-22T00:00:00Z,,,,63663056.0,2014.0,Health Care,Biotechnology: Pharmaceutical Preparations
8332,MDWT,Midwest Holding Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0000355379,BBG00GCTST76,BBG00GCTSTZ5,2022-03-22T00:00:00Z,,,,79161606.0,,Finance,Life Insurance
8333,MDXG,"MiMedx Group, Inc",stocks,us,XNAS,CS,True,usd,0001376339,BBG000RJ6FL5,BBG001STPW96,2022-03-22T00:00:00Z,,,,556180025.0,,Health Care,Biotechnology: Pharmaceutical Preparations
8334,MDXH,MDxHealth SA American Depositary Shares,stocks,us,XNAS,ADRC,True,usd,0001872529,BBG012YPMJV1,BBG012YPMKV8,2022-03-22T00:00:00Z,,,,127114914.0,2021.0,,
8335,MDY,SPDR S&P MidCap 400 ETF Trust,stocks,us,ARCX,ETF,True,usd,0000936958,BBG000BBNQB7,BBG001S63NQ1,2022-03-22T00:00:00Z,,,,,,,
8338,ME,23andMe Holding Co. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001804591,BBG00XV5CYH5,BBG00XV5CYJ3,2022-03-22T00:00:00Z,,,,1663318306.0,,Health Care,Precision Instruments
8339,MEAC,Mercury Ecommerce Acquisition Corp Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001849902,BBG0112HNJC6,BBG0112HNK60,2022-03-22T00:00:00Z,,,,221797691.0,2021.0,,
8343,MEC,"Mayville Engineering Company, Inc.",stocks,us,XNYS,CS,True,usd,0001766368,BBG0018XDT80,BBG001TFSDY6,2022-03-22T00:00:00Z,,,,208618225.0,2019.0,Capital Goods,Metal Fabrications
8344,MED,"Medifast, Inc.",stocks,us,XNYS,CS,True,usd,0000910329,BBG000BWBW76,BBG001SD45H4,2022-03-22T00:00:00Z,,,,2149930264.0,,Miscellaneous,Other Consumer Services
8345,MEDP,"Medpace Holdings, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001668397,BBG0065B7K59,BBG0065B7K40,2022-03-22T00:00:00Z,,,,5846206416.0,2016.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch
8346,MEDS,"TRxADE HEALTH, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001382574,BBG000RNLYM7,BBG001STZBS0,2022-03-22T00:00:00Z,,,,17341193.0,,,
8347,MEG,"Montrose Environmental Group, Inc.",stocks,us,XNYS,CS,True,usd,0001643615,BBG005Q29TZ4,BBG005Q29V07,2022-03-22T00:00:00Z,,,,1548646239.0,2020.0,,
8348,MEGI,MainStay CBRE Global Infrastructure Megatrends Fund,stocks,us,XNYS,FUND,True,usd,0001855066,BBG0104P5VC1,BBG0104P5VF8,2022-03-22T00:00:00Z,,,,0.0,2021.0,Finance,Investment Managers
8349,MEI,Methode Electronics,stocks,us,XNYS,CS,True,usd,0000065270,BBG000BNY197,BBG001S5T3T6,2022-03-22T00:00:00Z,,,,1591697826.0,,Capital Goods,Electrical Products
8350,MEIP,"MEI Pharma, Inc.",stocks,us,XNAS,CS,True,usd,0001262104,BBG000BSGT68,BBG001SBWG10,2022-03-22T00:00:00Z,,,,236714270.0,,Health Care,Biotechnology: Pharmaceutical Preparations
8351,MEKA,MELI Kaszek Pioneer Corp Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001870258,,,2022-03-22T00:00:00Z,,,,305870250.0,2021.0,,
8352,MELI,"Mercado Libre, Inc",stocks,us,XNAS,CS,True,usd,0001099590,BBG000GQPB11,BBG001SM32G3,2022-03-22T00:00:00Z,,,,59773213359.0,2007.0,Consumer Services,Catalog/Specialty Distribution
8353,MEME,Roundhill MEME ETF,stocks,us,ARCX,ETF,True,usd,0001411009,BBG013YVNPV1,BBG013YVNQP6,2022-03-22T00:00:00Z,,,,,,,
8355,MEOA,Minority Equality Opportunities Acquisition Inc. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001859310,BBG011ZPZVH7,BBG011ZPZWB1,2022-03-22T00:00:00Z,,,,,,,
8358,MEOH,Methanex Corp,stocks,us,XNAS,CS,True,usd,0000886977,BBG000C16MS8,BBG001S66Y93,2022-03-22T00:00:00Z,,,,3973798764.0,,,
8359,MERC,Mercer International Inc,stocks,us,XNAS,CS,True,usd,0001333274,BBG000CDMMM0,BBG001S6TK43,2022-03-22T00:00:00Z,,,,949619998.0,,Basic Industries,Paper
8361,MESA,"Mesa Air Group, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0000810332,BBG00LFWMKM3,BBG00LFWMLC2,2022-03-22T00:00:00Z,,,,152487415.0,2018.0,Transportation,Air Freight/Delivery Services
8362,MESO,Mesoblast Limited American Depositary Shares,stocks,us,XNAS,ADRC,True,usd,0001345099,BBG000QD6LZ1,BBG001SMNB80,2022-03-22T00:00:00Z,,,,616630913.0,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
8363,MET,"MetLife, Inc.",stocks,us,XNYS,CS,True,usd,0001099219,BBG000BB6KF5,BBG001S5T3R8,2022-03-22T00:00:00Z,,,,56476605802.0,2000.0,Finance,Life Insurance
8364,METC,"Ramaco Resources, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001687187,BBG00BCQJ2X3,BBG00BCQJ2W4,2022-03-22T00:00:00Z,,,,732825344.0,2017.0,Energy,Coal Mining
8367,METX,Meten Holding Group Ltd. Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001796514,,,2022-03-22T00:00:00Z,,,,64817140.0,,Consumer Services,Other Consumer Services
8373,MF,Missfresh Limited American Depositary Shares,stocks,us,XNAS,ADRC,True,usd,0001851682,BBG011C8S004,BBG011C8S0V0,2022-03-22T00:00:00Z,,,,376722387.0,2021.0,,
8374,MFA,"MFA Financial, Inc",stocks,us,XNYS,CS,True,usd,0001055160,BBG000BL6138,BBG001S86YS8,2022-03-22T00:00:00Z,,,,1781224000.0,,Consumer Services,Real Estate Investment Trusts
8377,MFC,Manulife Financial Corp.,stocks,us,XNYS,CS,True,usd,0001086888,BBG000C0Q0K4,BBG001S76KD6,2022-03-22T00:00:00Z,,,,39404040000.0,,Technology,Advertising
8378,MFD,Macquarie/First Trust Global Infrastructure/Utilities Dividend & Income Fund,stocks,us,XNYS,FUND,True,usd,0001276469,BBG000KWVBS7,BBG001SJRV25,2022-03-22T00:00:00Z,,,,82995662.0,2004.0,Finance,Trusts Except Educational Religious and Charitable
8381,MFG,"Mizuho Financial Group, Inc. American Depositary Shares (Each representing one-fifth of an Ordinary",stocks,us,XNYS,ADRC,True,usd,0001335730,BBG000Q85HQ2,BBG001SMCTP4,2022-03-22T00:00:00Z,,,,35231252305.0,,Finance,Major Banks
8382,MFGP,"Micro Focus International plc. American Depositary Shares, each representing One Ordinary Share",stocks,us,XNYS,CS,True,usd,0001359711,BBG00HFWVGN0,BBG00HFWVHC0,2022-03-22T00:00:00Z,,,,1749679046.0,2017.0,Technology,Computer Software: Prepackaged Software
8383,MFH,Mercurity Fintech Holding Inc. ADS,stocks,us,XNAS,ADRC,True,usd,0001527762,BBG007WGC6B4,BBG007WGC6C3,2022-03-22T00:00:00Z,,,,29576367.0,2015.0,Technology,EDP Services
8384,MFIN,Medallion Financial Corp,stocks,us,XNAS,CS,True,usd,0001000209,BBG000GPQ7M8,BBG001S8ZQZ5,2022-03-22T00:00:00Z,,,,245471353.0,,Finance,Diversified Financial Services
8385,MFL,BLACKROCK MUNIHOLDINGS INVESTMENT QUALITY FUND,stocks,us,XNYS,FUND,True,usd,0001045126,BBG000BV3NR5,BBG001SB9271,2022-03-22T00:00:00Z,,,,466502320.0,1997.0,Finance,Finance Companies
8386,MFM,MFS Municipal Income Trust Shares of Beneficial Interest,stocks,us,XNYS,FUND,True,usd,0000801961,BBG000BNZ6M0,BBG001S5T4C2,2022-03-22T00:00:00Z,,,,255363312.0,1986.0,Finance,Finance Companies
8389,MFV,MFS SPECIAL VALUE TRUST,stocks,us,XNYS,FUND,True,usd,0000856128,BBG000C2KRK7,BBG001S6CWG2,2022-03-22T00:00:00Z,,,,43067218.0,,Finance,Trusts Except Educational Religious and Charitable
8390,MG,Mistras Group Inc.,stocks,us,XNYS,CS,True,usd,0001436126,BBG000DQF1G1,BBG001T1V7Z5,2022-03-22T00:00:00Z,,,,207116149.0,2009.0,Miscellaneous,Diversified Manufacture
8391,MGA,Magna International,stocks,us,XNYS,CS,True,usd,0000749098,BBG000BNLPJ7,BBG001S5SY91,2022-03-22T00:00:00Z,,,,18655901351.0,,Capital Goods,Auto Parts:O.E.M.
8393,MGEE,MGE Energy Inc,stocks,us,XNAS,CS,True,usd,0001161728,BBG000JNWST0,BBG001SD2RD2,2022-03-22T00:00:00Z,,,,2821104494.0,,,
8394,MGF,MFS Government Markets Income Trust Common Shares of Beneficial Interest,stocks,us,XNYS,FUND,True,usd,0000811922,BBG000BNZLT0,BBG001S5T4V1,2022-03-22T00:00:00Z,,,,123502039.0,1987.0,Finance,Trusts Except Educational Religious and Charitable
8395,MGI,"MoneyGram International, Inc. New",stocks,us,XNAS,CS,True,usd,0001273931,BBG000Q02P20,BBG001SM0819,2022-03-22T00:00:00Z,,,,962602669.0,,Miscellaneous,Business Services
8396,MGIC,Magic Software Enterprises Ltd,stocks,us,XNAS,CS,True,usd,0000876779,BBG000G4J9J3,BBG001SCPDF8,2022-03-22T00:00:00Z,,,,912268092.0,1991.0,Technology,Computer Software: Prepackaged Software
8398,MGLD,"The Marygold Companies, Inc.",stocks,us,XASE,CS,True,usd,0001005101,BBG000BJR7D6,BBG001S8P449,2022-03-22T00:00:00Z,,,,86249775.0,,Finance,Finance/Investors Services
8399,MGM,MGM RESORTS INTERNATIONAL,stocks,us,XNYS,CS,True,usd,0000789570,BBG000C2BXK4,BBG001S6BYT5,2022-03-22T00:00:00Z,,,,18519894584.0,,Consumer Services,Hotels/Resorts
8401,MGNI,"Magnite, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001595974,BBG000PBDRC0,BBG001T5LB97,2022-03-22T00:00:00Z,,,,1775100654.0,,Technology,Advertising
8402,MGNX,"MacroGenics, Inc.",stocks,us,XNAS,CS,True,usd,0001125345,BBG000BM2SF8,BBG001S9C8R7,2022-03-22T00:00:00Z,,,,570928842.0,2013.0,Health Care,Biotechnology: Pharmaceutical Preparations
8403,MGP,MGM Growth Properties LLC  Class A common shares representing limited liability company interests,stocks,us,XNYS,CS,True,usd,0001656936,BBG00CK391H4,BBG00CK391G5,2022-03-22T00:00:00Z,,,,5864029658.0,2016.0,Consumer Services,Real Estate Investment Trusts
8404,MGPI,MGP Ingredients Inc,stocks,us,XNAS,CS,True,usd,0000835011,BBG000BXK6C5,BBG001S5XTL2,2022-03-22T00:00:00Z,,,,1831259650.0,,Consumer Non-Durables,Beverages (Production/Distribution)
8407,MGRC,Mcgrath Rentcorp,stocks,us,XNAS,CS,True,usd,0000752714,BBG000BP02D2,BBG001S5T593,2022-03-22T00:00:00Z,,,,2058734489.0,1984.0,Technology,Diversified Commercial Services
8409,MGTA,"Magenta Therapeutics, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001690585,BBG00FB2NPZ0,BBG00FB2NQ15,2022-03-22T00:00:00Z,,,,195801193.0,2018.0,Health Care,Biotechnology: Pharmaceutical Preparations
8410,MGTX,MeiraGTx Holdings plc Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001735438,,,2022-03-22T00:00:00Z,,,,642464089.0,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
8411,MGU,"Macquarie Global Infrastructure Total Return Fund, Inc.",stocks,us,XNYS,FUND,True,usd,0001326390,BBG000BYMN43,BBG001SJSDH8,2022-03-22T00:00:00Z,,,,306610201.0,2005.0,Finance,Trusts Except Educational Religious and Charitable
8413,MGY,Magnolia Oil & Gas Corporation Class A Common Stock,stocks,us,XNYS,CS,True,usd,0001698990,BBG00GNC8DL2,BBG00GNC8DM1,2022-03-22T00:00:00Z,,,,5260959174.0,2017.0,Energy,Oil & Gas Production
8414,MGYR,"Magyar Bancorp, Inc.",stocks,us,XNAS,CS,True,usd,0001337068,BBG000BQD095,BBG001SGD7G4,2022-03-22T00:00:00Z,,,,86238574.0,,Finance,Major Banks
8415,MHD,"Blackrock Muniholdings Fund, Inc.",stocks,us,XNYS,FUND,True,usd,0001034665,BBG000BBX3V5,BBG001S66J14,2022-03-22T00:00:00Z,,,,763002068.0,1997.0,Finance,Trusts Except Educational Religious and Charitable
8416,MHF,"Western Asset Municipal High Income Fund, Inc",stocks,us,XNYS,FUND,True,usd,0000830487,BBG000BBQ9P7,BBG001S645R8,2022-03-22T00:00:00Z,,,,155022757.0,1988.0,Finance,Finance/Investors Services
8417,MHH,"Mastech Digital, Inc.",stocks,us,XASE,CS,True,usd,0001437226,BBG000CV1443,BBG001T0DSJ9,2022-03-22T00:00:00Z,,,,216702054.0,,Consumer Services,Professional Services
8418,MHI,"Pioneer Municipal High Income Fund, Inc.",stocks,us,XNYS,FUND,True,usd,0001223026,BBG000PTD753,BBG001SLS3T2,2022-03-22T00:00:00Z,,,,241376299.0,2003.0,Finance,Investment Managers
8419,MHK,"Mohawk Industries, Inc.",stocks,us,XNYS,CS,True,usd,0000851968,BBG000FLZN98,BBG001SBGSZ5,2022-03-22T00:00:00Z,,,,9403414979.0,,Consumer Durables,Home Furnishings
8420,MHLA,"Maiden Holdings, Ltd.",stocks,us,XNYS,,True,usd,0001412100,,,2022-03-22T00:00:00Z,,,,0.0,2016.0,Finance,Property-Casualty Insurers
8422,MHN,"BLACKROCK MUNIHOLDINGS NEW YORK QUALITY FUND, INC",stocks,us,XNYS,FUND,True,usd,0001038186,BBG000BTZ2T9,BBG001SB8M69,2022-03-22T00:00:00Z,,,,399423855.0,1997.0,Finance,Finance Companies
8424,MHO,"M/I Homes, Inc.",stocks,us,XNYS,CS,True,usd,0000799292,BBG000BL9MZ4,BBG001S7HGC4,2022-03-22T00:00:00Z,,,,1446602993.0,1993.0,Capital Goods,Homebuilding
8425,MHUA,"Meihua International Medical Technologies Co., Ltd. Ordinary Shares",stocks,us,XNAS,CS,True,usd,0001835615,,,2022-03-22T00:00:00Z,,,,158120000.0,2022.0,,
8429,MIC,"Macquarie Infrastructure Holdings, LLC",stocks,us,XNYS,CS,True,usd,0001845290,BBG000M34GG1,BBG001SK8487,2022-03-22T00:00:00Z,,,,324487032.0,2004.0,Transportation,Aerospace
8430,MICT,"MICT, Inc.",stocks,us,XNAS,CS,True,usd,0000854800,BBG000LRBVR6,BBG001SK4CY4,2022-03-22T00:00:00Z,,,,79827996.0,,Technology,EDP Peripherals
8432,MIDD,Middleby Corp,stocks,us,XNAS,CS,True,usd,0000769520,BBG000DQN9R3,BBG001S8N9X8,2022-03-22T00:00:00Z,,,,9436689714.0,,Capital Goods,Diversified Manufacture
